"sheep_ID","cow_ID","gene_name","gene_name2"
"ENSOARG00000011721","ENSBTAG00000009750","RAX2","RAX2"
"ENSOARG00000011723","ENSBTAG00000015373","AADACL3","AADACL3"
"ENSOARG00000011725","ENSBTAG00000010788","PPM1E","PPM1E"
"ENSOARG00000011728","ENSBTAG00000005138","BCL9L","BCL9L"
"ENSOARG00000011729","ENSBTAG00000011444","HINT2","HINT2"
"ENSOARG00000011730","ENSBTAG00000015459","KCNA2","KCNA2"
"ENSOARG00000011732","ENSBTAG00000004414","SLC30A10","SLC30A10"
"ENSOARG00000011734","ENSBTAG00000002226","FBXO31","FBXO31"
"ENSOARG00000011736","ENSBTAG00000017118","FAM8A1","FAM8A1"
"ENSOARG00000011739","ENSBTAG00000002294","SIM1","SIM1"
"ENSOARG00000011740","ENSBTAG00000014520","LIAS","LIAS"
"ENSOARG00000011742","ENSBTAG00000017860","HIPK2","HIPK2"
"ENSOARG00000011744","ENSBTAG00000031412","OR6F1","OR6F1"
"ENSOARG00000011745","ENSBTAG00000011442","SPAG8","SPAG8"
"ENSOARG00000011747","ENSBTAG00000012735","CFAP157","CFAP157"
"ENSOARG00000011748","ENSBTAG00000037687","ADGRF2","ADGRF2"
"ENSOARG00000011750","ENSBTAG00000021916","MYL4","MYL4"
"ENSOARG00000011751","ENSBTAG00000038415","SLC6A12","SLC6A12"
"ENSOARG00000011752","ENSBTAG00000004192","LRRC43","LRRC43"
"ENSOARG00000011753","ENSBTAG00000002934","ADGRF4","ADGRF4"
"ENSOARG00000011754","ENSBTAG00000011732","PGAP3","PGAP3"
"ENSOARG00000011755","ENSBTAG00000023301","",""
"ENSOARG00000011759","ENSBTAG00000010390","SRI","SRI"
"ENSOARG00000011760","ENSBTAG00000031777","GDPD5","GDPD5"
"ENSOARG00000011761","ENSBTAG00000002249","NAALADL1","NAALADL1"
"ENSOARG00000011763","ENSBTAG00000019718","RPS15","RPS15"
"ENSOARG00000011767","ENSBTAG00000009175","RPS6KB2","RPS6KB2"
"ENSOARG00000011768","ENSBTAG00000008916","CYFIP2","CYFIP2"
"ENSOARG00000011769","ENSBTAG00000014313","PYROXD2","PYROXD2"
"ENSOARG00000011770","ENSBTAG00000020302","FEZF2","FEZF2"
"ENSOARG00000011771","ENSBTAG00000005120","TESPA1","TESPA1"
"ENSOARG00000011772","ENSBTAG00000008396","MRPL54","MRPL54"
"ENSOARG00000011773","ENSBTAG00000014882","",""
"ENSOARG00000011775","ENSBTAG00000006095","PRDM13","PRDM13"
"ENSOARG00000011778","ENSBTAG00000053135","TMEM236","TMEM236"
"ENSOARG00000011779","ENSBTAG00000012020","TRAF5","TRAF5"
"ENSOARG00000011780","ENSBTAG00000003401","ACTR3","ACTR3"
"ENSOARG00000011782","ENSBTAG00000001829","SLC17A9","SLC17A9"
"ENSOARG00000011783","ENSBTAG00000027058","MESP2","MESP2"
"ENSOARG00000011784","ENSBTAG00000038777","MSMP","MSMP"
"ENSOARG00000011789","ENSBTAG00000004855","PRDX6","PRDX6"
"ENSOARG00000011791","ENSBTAG00000051470","",""
"ENSOARG00000011793","ENSBTAG00000010775","POGK","POGK"
"ENSOARG00000011794","ENSBTAG00000040088","SLC9B2","SLC9B2"
"ENSOARG00000011795","ENSBTAG00000049324","",""
"ENSOARG00000011798","ENSBTAG00000014111","INPP4B","INPP4B"
"ENSOARG00000011799","ENSBTAG00000033386","TEX26","TEX26"
"ENSOARG00000011801","ENSBTAG00000001889","C3orf14","C22H3orf14"
"ENSOARG00000011802","ENSBTAG00000021257","OTOP2","OTOP2"
"ENSOARG00000011803","ENSBTAG00000008271","MEDAG","MEDAG"
"ENSOARG00000011807","ENSBTAG00000049707","",""
"ENSOARG00000011808","ENSBTAG00000012736","PTRH1","PTRH1"
"ENSOARG00000011809","ENSBTAG00000008765","PRADC1","PRADC1"
"ENSOARG00000011810","ENSBTAG00000005795","DHX32","DHX32"
"ENSOARG00000011811","ENSBTAG00000002340","STEAP4","STEAP4"
"ENSOARG00000011814","ENSBTAG00000008243","LRRC40","LRRC40"
"ENSOARG00000011815","ENSBTAG00000017071","C1QTNF3","C1QTNF3"
"ENSOARG00000011816","ENSBTAG00000001827","GID8","GID8"
"ENSOARG00000011817","ENSBTAG00000001305","ATP2B2","ATP2B2"
"ENSOARG00000011819","ENSBTAG00000023393","AIRE","AIRE"
"ENSOARG00000011820","ENSBTAG00000011431","GBA2","GBA2"
"ENSOARG00000011823","ENSBTAG00000008395","APBA3","APBA3"
"ENSOARG00000011824","ENSBTAG00000001027","SERPINH1","SERPINH1"
"ENSOARG00000011825","ENSBTAG00000003525","STXBP1","STXBP1"
"ENSOARG00000011827","ENSBTAG00000014525","SLC6A13","SLC6A13"
"ENSOARG00000011828","ENSBTAG00000012750","UPK2","UPK2"
"ENSOARG00000011829","ENSBTAG00000006898","EPRS","EPRS"
"ENSOARG00000011831","ENSBTAG00000017725","OR11L1","OR11L1"
"ENSOARG00000011832","ENSBTAG00000033375","PATE2","PATE2"
"ENSOARG00000011834","ENSBTAG00000017252","USH1G","USH1G"
"ENSOARG00000011835","ENSBTAG00000050639","PATE3","PATE3"
"ENSOARG00000011837","ENSBTAG00000018528","USP45","USP45"
"ENSOARG00000011838","ENSBTAG00000016924","CAP2","CAP2"
"ENSOARG00000011839","ENSBTAG00000002097","TMC5","TMC5"
"ENSOARG00000011841","ENSBTAG00000016881","ANPEP","ANPEP"
"ENSOARG00000011842","ENSBTAG00000045767","LAT2","LAT2"
"ENSOARG00000011843","ENSBTAG00000012759","FBXO41","FBXO41"
"ENSOARG00000011844","ENSBTAG00000025293","OR2W3","OR2W3"
"ENSOARG00000011848","ENSBTAG00000019546","",""
"ENSOARG00000011850","ENSBTAG00000018108","PXN","PXN"
"ENSOARG00000011851","ENSBTAG00000024058","EGR4","EGR4"
"ENSOARG00000011852","ENSBTAG00000012016","LMTK3","LMTK3"
"ENSOARG00000011854","ENSBTAG00000003815","EDEM2","EDEM2"
"ENSOARG00000011855","ENSBTAG00000009987","ITGB3","ITGB3"
"ENSOARG00000011856","ENSBTAG00000013201","ALOX5AP","ALOX5AP"
"ENSOARG00000011857","ENSBTAG00000022570","",""
"ENSOARG00000011858","ENSBTAG00000021298","METTL11B","METTL11B"
"ENSOARG00000011859","ENSBTAG00000010456","TADA1","TADA1"
"ENSOARG00000011861","ENSBTAG00000011632","MAP1LC3B","MAP1LC3B"
"ENSOARG00000011862","ENSBTAG00000033377","",""
"ENSOARG00000011863","ENSBTAG00000025868","TLN1","TLN1"
"ENSOARG00000011864","ENSBTAG00000010658","PFKL","PFKL"
"ENSOARG00000011867","ENSBTAG00000006606","RFLNB","RFLNB"
"ENSOARG00000011868","ENSBTAG00000047249","EIF4H","EIF4H"
"ENSOARG00000011869","ENSBTAG00000021813","AMACR","AMACR"
"ENSOARG00000011871","ENSBTAG00000046315","",""
"ENSOARG00000011874","ENSBTAG00000019730","PNISR","PNISR"
"ENSOARG00000011875","ENSBTAG00000001028","MAP6","MAP6"
"ENSOARG00000011876","ENSBTAG00000017242","FADS6","FADS6"
"ENSOARG00000011878","ENSBTAG00000019497","ILDR2","ILDR2"
"ENSOARG00000011879","ENSBTAG00000002018","EIF5A","EIF5A"
"ENSOARG00000011880","ENSBTAG00000014521","UGDH","UGDH"
"ENSOARG00000011881","ENSBTAG00000045498","SULT2B1","SULT2B1"
"ENSOARG00000011883","ENSBTAG00000011172","ALMS1","ALMS1"
"ENSOARG00000011885","ENSBTAG00000005235","DPP10","DPP10"
"ENSOARG00000011886","ENSBTAG00000046430","ZNF804B","ZNF804B"
"ENSOARG00000011887","ENSBTAG00000015474","SRSF11","SRSF11"
"ENSOARG00000011888","ENSBTAG00000016550","MAEL","MAEL"
"ENSOARG00000011889","ENSBTAG00000011424","TPM2","TPM2"
"ENSOARG00000011890","ENSBTAG00000019492","FANCE","FANCE"
"ENSOARG00000011891","ENSBTAG00000016728","PLEKHG5","PLEKHG5"
"ENSOARG00000011893","ENSBTAG00000015433","APC2","APC2"
"ENSOARG00000011895","ENSBTAG00000018292","MOSPD2","MOSPD2"
"ENSOARG00000011896","ENSBTAG00000046148","",""
"ENSOARG00000011897","ENSBTAG00000019729","COQ3","COQ3"
"ENSOARG00000011898","ENSBTAG00000008577","GRSF1","GRSF1"
"ENSOARG00000011901","ENSBTAG00000019589","CFAP410","CFAP410"
"ENSOARG00000011902","ENSBTAG00000018235","SLC45A2","SLC45A2"
"ENSOARG00000011904","ENSBTAG00000011420","CA9","CA9"
"ENSOARG00000011906","ENSBTAG00000015482","ANKRD13C","ANKRD13C"
"ENSOARG00000011907","ENSBTAG00000053872","",""
"ENSOARG00000011908","ENSBTAG00000017225","RNF135","RNF135"
"ENSOARG00000011909","ENSBTAG00000046291","FAM83E","FAM83E"
"ENSOARG00000011910","ENSBTAG00000044083","LIMK1","LIMK1"
"ENSOARG00000011914","ENSBTAG00000014267","ZCCHC14","ZCCHC14"
"ENSOARG00000011916","ENSBTAG00000018103","HMGB1","HMGB1"
"ENSOARG00000011919","ENSBTAG00000014606","FOXR1","FOXR1"
"ENSOARG00000011920","ENSBTAG00000015749","STEAP1","STEAP1"
"ENSOARG00000011921","ENSBTAG00000008512","KCNV1","KCNV1"
"ENSOARG00000011923","ENSBTAG00000013282","NECAP2","NECAP2"
"ENSOARG00000011925","ENSBTAG00000012847","NIBAN2","NIBAN2"
"ENSOARG00000011926","ENSBTAG00000009340","KATNAL1","KATNAL1"
"ENSOARG00000011927","ENSBTAG00000006943","EFCAB3","EFCAB3"
"ENSOARG00000011928","ENSBTAG00000003506","STEAP2","STEAP2"
"ENSOARG00000011929","ENSBTAG00000049519","MOGAT2","MOGAT2"
"ENSOARG00000011932","ENSBTAG00000015388","RPL18","RPL18"
"ENSOARG00000011933","ENSBTAG00000003334","ADAP2","ADAP2"
"ENSOARG00000011935","ENSBTAG00000004266","DDX25","DDX25"
"ENSOARG00000011938","ENSBTAG00000039929","RXFP3","RXFP3"
"ENSOARG00000011940","ENSBTAG00000015396","RBM24","RBM24"
"ENSOARG00000011941","ENSBTAG00000018342","TJP3","TJP3"
"ENSOARG00000011942","ENSBTAG00000017219","DDX51","DDX51"
"ENSOARG00000011944","ENSBTAG00000011411","SIT1","SIT1"
"ENSOARG00000011948","ENSBTAG00000011176","TPRKB","TPRKB"
"ENSOARG00000011949","ENSBTAG00000020373","C3orf67","C3orf67"
"ENSOARG00000011950","ENSBTAG00000000939","KIF16B","KIF16B"
"ENSOARG00000011951","ENSBTAG00000027059","ARPIN","ARPIN"
"ENSOARG00000011952","ENSBTAG00000016274","CCDC38","CCDC38"
"ENSOARG00000011953","ENSBTAG00000022917","FANK1","FANK1"
"ENSOARG00000011954","ENSBTAG00000006525","FDXR","FDXR"
"ENSOARG00000011955","ENSBTAG00000012851","SLC5A1","SLC5A1"
"ENSOARG00000011957","ENSBTAG00000011409","CD72","CD72"
"ENSOARG00000011958","ENSBTAG00000051357","C19orf25","C7H19orf25"
"ENSOARG00000011959","ENSBTAG00000019174","ZNF710","ZNF710"
"ENSOARG00000011962","ENSBTAG00000021901","TRPM2","TRPM2"
"ENSOARG00000011963","ENSBTAG00000021747","",""
"ENSOARG00000011964","ENSBTAG00000014810","TMEM270","TMEM270"
"ENSOARG00000011965","ENSBTAG00000016164","LMBRD1","LMBRD1"
"ENSOARG00000011966","ENSBTAG00000009198","ASB9","ASB9"
"ENSOARG00000011967","ENSBTAG00000006754","DBP","DBP"
"ENSOARG00000011968","ENSBTAG00000039819","RPH3AL","RPH3AL"
"ENSOARG00000011969","ENSBTAG00000009148","GPA33","GPA33"
"ENSOARG00000011970","ENSBTAG00000011406","TESK1","TESK1"
"ENSOARG00000011971","ENSBTAG00000012170","UBL3","UBL3"
"ENSOARG00000011972","ENSBTAG00000009673","SLC9B1","SLC9B1"
"ENSOARG00000011973","ENSBTAG00000013922","MOSPD1","MOSPD1"
"ENSOARG00000011974","ENSBTAG00000039695","PPP1R18","PPP1R18"
"ENSOARG00000011975","ENSBTAG00000016290","MOB1B","MOB1B"
"ENSOARG00000011976","ENSBTAG00000050937","",""
"ENSOARG00000011977","ENSBTAG00000020924","FBXW9","FBXW9"
"ENSOARG00000011978","ENSBTAG00000021802","MIEN1","MIEN1"
"ENSOARG00000011979","ENSBTAG00000013281","SPATA21","SPATA21"
"ENSOARG00000011984","ENSBTAG00000002305","PCSK4","PCSK4"
"ENSOARG00000011985","ENSBTAG00000032509","FAM166B","FAM166B"
"ENSOARG00000011989","ENSBTAG00000026429","DECR2","DECR2"
"ENSOARG00000011990","ENSBTAG00000000629","MMS22L","MMS22L"
"ENSOARG00000011991","ENSBTAG00000008652","DUSP27","DUSP27"
"ENSOARG00000011993","ENSBTAG00000012558","ADAMTS12","ADAMTS12"
"ENSOARG00000011994","ENSBTAG00000010519","NEURL4","NEURL4"
"ENSOARG00000011998","ENSBTAG00000001374","METTL27","METTL27"
"ENSOARG00000011999","ENSBTAG00000006899","JPH3","JPH3"
"ENSOARG00000012000","ENSBTAG00000026971","CDCA5","CDCA5"
"ENSOARG00000012001","ENSBTAG00000004189","MLXIP","MLXIP"
"ENSOARG00000012003","ENSBTAG00000011403","RUSC2","RUSC2"
"ENSOARG00000012005","ENSBTAG00000005913","PATL1","PATL1"
"ENSOARG00000012006","ENSBTAG00000017882","LRRC3","LRRC3"
"ENSOARG00000012007","ENSBTAG00000006757","CA11","CA11"
"ENSOARG00000012008","ENSBTAG00000002101","GDE1","GDE1"
"ENSOARG00000012009","ENSBTAG00000049741","",""
"ENSOARG00000012016","ENSBTAG00000044132","NTN5","NTN5"
"ENSOARG00000012017","ENSBTAG00000003184","GATA1","GATA1"
"ENSOARG00000012018","ENSBTAG00000032548","SYBU","SYBU"
"ENSOARG00000012020","ENSBTAG00000020559","STMND1","STMND1"
"ENSOARG00000012022","ENSBTAG00000021557","FUT2","FUT2"
"ENSOARG00000012023","ENSBTAG00000017366","GRB7","GRB7"
"ENSOARG00000012024","ENSBTAG00000019230","PTGER3","PTGER3"
"ENSOARG00000012025","ENSBTAG00000023207","FAM3D","FAM3D"
"ENSOARG00000012027","ENSBTAG00000011402","",""
"ENSOARG00000012030","ENSBTAG00000047111","",""
"ENSOARG00000012031","ENSBTAG00000005957","CSE1L","CSE1L"
"ENSOARG00000012032","ENSBTAG00000011617","MAMSTR","MAMSTR"
"ENSOARG00000012033","ENSBTAG00000016499","OPN5","OPN5"
"ENSOARG00000012035","ENSBTAG00000040042","GRIN2C","GRIN2C"
"ENSOARG00000012036","ENSBTAG00000026732","PLA2G1B","PLA2G1B"
"ENSOARG00000012037","ENSBTAG00000052686","",""
"ENSOARG00000012043","ENSBTAG00000014761","PGA5","PGA5"
"ENSOARG00000012044","ENSBTAG00000018607","TSPEAR","TSPEAR"
"ENSOARG00000012045","ENSBTAG00000005301","KLHL32","KLHL32"
"ENSOARG00000012046","ENSBTAG00000006960","DHX16","DHX16"
"ENSOARG00000012047","ENSBTAG00000006251","",""
"ENSOARG00000012048","ENSBTAG00000015536","CPNE3","CPNE3"
"ENSOARG00000012049","ENSBTAG00000051864","",""
"ENSOARG00000012050","ENSBTAG00000000049","CCDC77","CCDC77"
"ENSOARG00000012051","ENSBTAG00000001094","MTUS2","MTUS2"
"ENSOARG00000012052","ENSBTAG00000020175","UBE2K","UBE2K"
"ENSOARG00000012053","ENSBTAG00000004178","ACOX2","ACOX2"
"ENSOARG00000012057","ENSBTAG00000052110","GLOD5","GLOD5"
"ENSOARG00000012058","ENSBTAG00000052893","",""
"ENSOARG00000012059","ENSBTAG00000007646","PIGA","PIGA"
"ENSOARG00000012060","ENSBTAG00000016275","AMDHD1","AMDHD1"
"ENSOARG00000012061","ENSBTAG00000021415","PTCHD4",""
"ENSOARG00000012064","ENSBTAG00000009476","VEGFD","VEGFD"
"ENSOARG00000012065","ENSBTAG00000046520","TCFL5","TCFL5"
"ENSOARG00000012066","ENSBTAG00000021273","SEMA4B","SEMA4B"
"ENSOARG00000012067","ENSBTAG00000018386","TEFM","TEFM"
"ENSOARG00000012069","ENSBTAG00000006905","KLHDC4","KLHDC4"
"ENSOARG00000012070","ENSBTAG00000003508","CFAP69","CFAP69"
"ENSOARG00000012074","ENSBTAG00000011619","RASIP1","RASIP1"
"ENSOARG00000012076","ENSBTAG00000021680","SKA2","SKA2"
"ENSOARG00000012080","ENSBTAG00000025140","DOC2B","DOC2B"
"ENSOARG00000012081","ENSBTAG00000011925","OR4E1","OR4E1"
"ENSOARG00000012082","ENSBTAG00000003960","CCP110","CCP110"
"ENSOARG00000012087","ENSBTAG00000039878","C2orf78","C11H2orf78"
"ENSOARG00000012088","ENSBTAG00000014314","HPS1","HPS1"
"ENSOARG00000012090","ENSBTAG00000011389","TMEM104","TMEM104"
"ENSOARG00000012091","ENSBTAG00000037571","EBAG9","EBAG9"
"ENSOARG00000012092","ENSBTAG00000023885","ZNF79","ZNF79"
"ENSOARG00000012093","ENSBTAG00000002627","ZRANB2","ZRANB2"
"ENSOARG00000012094","ENSBTAG00000001803","FHL5","FHL5"
"ENSOARG00000012097","ENSBTAG00000009800","MSI1","MSI1"
"ENSOARG00000012102","ENSBTAG00000006247","DHPS","DHPS"
"ENSOARG00000012103","ENSBTAG00000015335","ADGRB3","ADGRB3"
"ENSOARG00000012104","ENSBTAG00000004064","BPNT1","BPNT1"
"ENSOARG00000012108","ENSBTAG00000015441","ACTG2","ACTG2"
"ENSOARG00000012110","ENSBTAG00000009458","METTL2A","METTL2A"
"ENSOARG00000012111","ENSBTAG00000015196","PHF6","PHF6"
"ENSOARG00000012113","ENSBTAG00000020410","UFL1","UFL1"
"ENSOARG00000012114","ENSBTAG00000006713","ZDHHC6","ZDHHC6"
"ENSOARG00000012116","ENSBTAG00000015091","",""
"ENSOARG00000012117","ENSBTAG00000016591","RAB11FIP3","RAB11FIP3"
"ENSOARG00000012118","ENSBTAG00000052782","",""
"ENSOARG00000012120","ENSBTAG00000017075","STX1A","STX1A"
"ENSOARG00000012121","ENSBTAG00000011394","FAM214B","FAM214B"
"ENSOARG00000012124","ENSBTAG00000037483","MOGAT2","MOGAT2"
"ENSOARG00000012126","ENSBTAG00000019495","TEAD3","TEAD3"
"ENSOARG00000012127","ENSBTAG00000016785","",""
"ENSOARG00000012130","ENSBTAG00000011621","IZUMO1","IZUMO1"
"ENSOARG00000012131","ENSBTAG00000011003","IKZF3","IKZF3"
"ENSOARG00000012134","ENSBTAG00000008553","B4GALNT3","B4GALNT3"
"ENSOARG00000012135","ENSBTAG00000006408","MROH9","MROH9"
"ENSOARG00000012137","ENSBTAG00000020710","CENPQ","CENPQ"
"ENSOARG00000012138","ENSBTAG00000047472","OR10V1","OR10V1"
"ENSOARG00000012139","ENSBTAG00000011388","STOML2","STOML2"
"ENSOARG00000012141","ENSBTAG00000019675","ATXN1","ATXN1"
"ENSOARG00000012143","ENSBTAG00000008510","FBXO42","FBXO42"
"ENSOARG00000012144","ENSBTAG00000008710","KCNH1","KCNH1"
"ENSOARG00000012145","ENSBTAG00000046555","WAS","WAS"
"ENSOARG00000012146","ENSBTAG00000001987","SWAP70","SWAP70"
"ENSOARG00000012147","ENSBTAG00000007665","NPR3","NPR3"
"ENSOARG00000012150","ENSBTAG00000019226","PAG8","PAG8"
"ENSOARG00000012152","ENSBTAG00000022656","KCTD6","KCTD6"
"ENSOARG00000012153","ENSBTAG00000036349","CCDC160","CCDC160"
"ENSOARG00000012154","ENSBTAG00000021965","SUB1","SUB1"
"ENSOARG00000012161","ENSBTAG00000006957","SLC2A8","SLC2A8"
"ENSOARG00000012162","ENSBTAG00000015926","ABLIM2","ABLIM2"
"ENSOARG00000012164","ENSBTAG00000034287","TULP1","TULP1"
"ENSOARG00000012166","ENSBTAG00000023374","FUT1","FUT1"
"ENSOARG00000012167","ENSBTAG00000030523","ZPBP2","ZPBP2"
"ENSOARG00000012169","ENSBTAG00000016276","HAL","HAL"
"ENSOARG00000012170","ENSBTAG00000006519","TNFRSF25","TNFRSF25"
"ENSOARG00000012173","ENSBTAG00000008931","CREG1","CREG1"
"ENSOARG00000012175","ENSBTAG00000012037","DGUOK","DGUOK"
"ENSOARG00000012176","ENSBTAG00000038048","MRC1","MRC1"
"ENSOARG00000012179","ENSBTAG00000004785","CABP4","CABP4"
"ENSOARG00000012182","ENSBTAG00000012820","STX3","STX3"
"ENSOARG00000012183","ENSBTAG00000022858","",""
"ENSOARG00000012184","ENSBTAG00000020406","GPC3","GPC3"
"ENSOARG00000012186","ENSBTAG00000018709","CATSPERB","CATSPERB"
"ENSOARG00000012187","ENSBTAG00000011624","FGF21","FGF21"
"ENSOARG00000012188","ENSBTAG00000010373","CACTIN","CACTIN"
"ENSOARG00000012190","ENSBTAG00000052773","",""
"ENSOARG00000012192","ENSBTAG00000004575","FAM126A","FAM126A"
"ENSOARG00000012193","ENSBTAG00000015000","VCP","VCP"
"ENSOARG00000012194","ENSBTAG00000025535","GLYATL3","GLYATL3"
"ENSOARG00000012195","ENSBTAG00000010221","CCDC93","CCDC93"
"ENSOARG00000012196","ENSBTAG00000027419","",""
"ENSOARG00000012197","ENSBTAG00000054077","TMEM262","TMEM262"
"ENSOARG00000012198","ENSBTAG00000039110","",""
"ENSOARG00000012200","ENSBTAG00000002823","MPZL1","MPZL1"
"ENSOARG00000012201","ENSBTAG00000013691","OR2L13","OR2L13"
"ENSOARG00000012204","ENSBTAG00000000241","STAU1","STAU1"
"ENSOARG00000012206","ENSBTAG00000010151","CA5A","CA5A"
"ENSOARG00000012207","ENSBTAG00000021420","EPHA7","EPHA7"
"ENSOARG00000012208","ENSBTAG00000008117","SLC5A4","SLC5A4"
"ENSOARG00000012213","ENSBTAG00000018060","WDR13","WDR13"
"ENSOARG00000012216","ENSBTAG00000050951","",""
"ENSOARG00000012217","ENSBTAG00000051343","",""
"ENSOARG00000012219","ENSBTAG00000002112","INSIG2","INSIG2"
"ENSOARG00000012220","ENSBTAG00000015743","GMPR","GMPR"
"ENSOARG00000012221","ENSBTAG00000017809","PDS5A","PDS5A"
"ENSOARG00000012228","ENSBTAG00000018318","DNAJB5","DNAJB5"
"ENSOARG00000012229","ENSBTAG00000006245","WDR83","WDR83"
"ENSOARG00000012230","ENSBTAG00000038962","SLC6A11","SLC6A11"
"ENSOARG00000012232","ENSBTAG00000017067","BUD23","BUD23"
"ENSOARG00000012234","ENSBTAG00000008554","NINJ2","NINJ2"
"ENSOARG00000012235","ENSBTAG00000011382","SLC9A3R1","SLC9A3R1"
"ENSOARG00000012236","ENSBTAG00000049010","RNF150","RNF150"
"ENSOARG00000012238","ENSBTAG00000020900","RPUSD4","RPUSD4"
"ENSOARG00000012239","ENSBTAG00000012809","PHF24","PHF24"
"ENSOARG00000012240","ENSBTAG00000024752","OR10G3","OR10G3"
"ENSOARG00000012241","ENSBTAG00000012444","ADAM12","ADAM12"
"ENSOARG00000012242","ENSBTAG00000006278","FAM83C","FAM83C"
"ENSOARG00000012244","ENSBTAG00000050055","VTI1A","VTI1A"
"ENSOARG00000012245","ENSBTAG00000012278","MTMR12","MTMR12"
"ENSOARG00000012250","ENSBTAG00000025848","RBM3","RBM3"
"ENSOARG00000012252","ENSBTAG00000011956","CNNM1","CNNM1"
"ENSOARG00000012259","ENSBTAG00000020597","FMO3","FMO3"
"ENSOARG00000012261","ENSBTAG00000006948","GARNL3","GARNL3"
"ENSOARG00000012262","ENSBTAG00000020644","GPC4","GPC4"
"ENSOARG00000012263","ENSBTAG00000032517","BCL7A","BCL7A"
"ENSOARG00000012266","ENSBTAG00000021188","MRPL16","MRPL16"
"ENSOARG00000012268","ENSBTAG00000000516","OTOR","OTOR"
"ENSOARG00000012269","ENSBTAG00000030990","UQCC1","UQCC1"
"ENSOARG00000012271","ENSBTAG00000006958","C6orf136","C23H6orf136"
"ENSOARG00000012272","ENSBTAG00000047502","FKBP5","FKBP5"
"ENSOARG00000012273","ENSBTAG00000012150","",""
"ENSOARG00000012274","ENSBTAG00000014944","TBXA2R","TBXA2R"
"ENSOARG00000012277","ENSBTAG00000005667","",""
"ENSOARG00000012278","ENSBTAG00000005665","CRK","CRK"
"ENSOARG00000012279","ENSBTAG00000048025","",""
"ENSOARG00000012281","ENSBTAG00000014007","ELMOD2","ELMOD2"
"ENSOARG00000012284","ENSBTAG00000020213","NIPAL4","NIPAL4"
"ENSOARG00000012285","ENSBTAG00000008487","VPS37D","VPS37D"
"ENSOARG00000012287","ENSBTAG00000046723","SYT14","SYT14"
"ENSOARG00000012289","ENSBTAG00000019761","MANBA","MANBA"
"ENSOARG00000012291","ENSBTAG00000011300","RHAG","RHAG"
"ENSOARG00000012292","ENSBTAG00000012854","GSDMB","GSDMB"
"ENSOARG00000012294","ENSBTAG00000054246","C11orf65","C11orf65"
"ENSOARG00000012295","ENSBTAG00000012057","CBLIF","CBLIF"
"ENSOARG00000012297","ENSBTAG00000005670","ARHGEF19","ARHGEF19"
"ENSOARG00000012298","ENSBTAG00000009912","PAN3","PAN3"
"ENSOARG00000012300","ENSBTAG00000030719","OR2T27","OR2T27"
"ENSOARG00000012301","ENSBTAG00000021833","GJA8","GJA8"
"ENSOARG00000012304","ENSBTAG00000044117","ANKRD45","ANKRD45"
"ENSOARG00000012305","ENSBTAG00000000686","NANP","NANP"
"ENSOARG00000012307","ENSBTAG00000017273","LRRC25","LRRC25"
"ENSOARG00000012308","ENSBTAG00000009288","TBC1D25","TBC1D25"
"ENSOARG00000012310","ENSBTAG00000050809","GIPC3","GIPC3"
"ENSOARG00000012311","ENSBTAG00000032166","GTPBP10","GTPBP10"
"ENSOARG00000012313","ENSBTAG00000008092","RAB37","RAB37"
"ENSOARG00000012316","ENSBTAG00000021771","PTTG1IP","PTTG1IP"
"ENSOARG00000012318","ENSBTAG00000008789","HMG20B","HMG20B"
"ENSOARG00000012319","ENSBTAG00000000965","TNNI3K","TNNI3K"
"ENSOARG00000012322","ENSBTAG00000018383","ATAD5","ATAD5"
"ENSOARG00000012326","ENSBTAG00000050675","BOLA3","BOLA3"
"ENSOARG00000012327","ENSBTAG00000046799","TEX50","TEX50"
"ENSOARG00000012328","ENSBTAG00000018473","MARCO","MARCO"
"ENSOARG00000012331","ENSBTAG00000013855","ORMDL3","ORMDL3"
"ENSOARG00000012332","ENSBTAG00000015499","VPS51","VPS51"
"ENSOARG00000012335","ENSBTAG00000045739","OR5R1","OR5R1"
"ENSOARG00000012337","ENSBTAG00000006259","MOB1A","MOB1A"
"ENSOARG00000012338","ENSBTAG00000012791","GATC","GATC"
"ENSOARG00000012339","ENSBTAG00000018919","OR5AU1","OR5AU1"
"ENSOARG00000012340","ENSBTAG00000003771","C1QL2","C1QL2"
"ENSOARG00000012342","ENSBTAG00000019593","KNOP1","KNOP1"
"ENSOARG00000012345","ENSBTAG00000006671","DDX27","DDX27"
"ENSOARG00000012346","ENSBTAG00000010877","ARMC12","ARMC12"
"ENSOARG00000012347","ENSBTAG00000040330","OR5M11","OR5M11"
"ENSOARG00000012349","ENSBTAG00000044092","IQCK","IQCK"
"ENSOARG00000012350","ENSBTAG00000004881","MTHFD2","MTHFD2"
"ENSOARG00000012355","ENSBTAG00000005278","WEE1","WEE1"
"ENSOARG00000012356","ENSBTAG00000005221","WNK1","WNK1"
"ENSOARG00000012357","ENSBTAG00000017396","",""
"ENSOARG00000012358","ENSBTAG00000014455","PDZD2","PDZD2"
"ENSOARG00000012359","ENSBTAG00000038409","MBD3","MBD3"
"ENSOARG00000012360","ENSBTAG00000001509","ELK3","ELK3"
"ENSOARG00000012361","ENSBTAG00000020713","BACH2","BACH2"
"ENSOARG00000012367","ENSBTAG00000017060","ITGB2","ITGB2"
"ENSOARG00000012369","ENSBTAG00000004884","SLC4A5","SLC4A5"
